AgentID;AgentName;Team;Personality;Openness;Conscientiousness;Extraversion;Agreeableness;Neuroticism;Stability;PrevMood_P;PrevMood_A;PrevMood_D;EventID;Emotion;EmotionIntensity;NewMood_P;NewMood_A;NewMood_D;Action;Time
15;NPC_15;Blue;Avoidant;0,247;0,414;0,290;0,280;0,759;0,241;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,077;-0,068;-0,128;Boo;2,276
16;NPC_16;Blue;Obsessive_Compulsive;0,052;0,413;0,128;0,057;0,631;0,369;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,083;-0,079;-0,127;Boo;2,276
17;NPC_17;Blue;Avoidant;0,415;0,508;0,441;0,400;0,686;0,314;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,061;-0,065;-0,110;WatchCalmly;2,276
18;NPC_18;Red;Dependent;0,668;0,576;0,320;0,733;0,705;0,295;0,000;0,000;0,000;teamScores;Gratification;1,000;0,182;0,115;0,102;Chant;2,276
19;NPC_19;Red;Avoidant;0,368;0,683;0,548;0,445;0,700;0,300;0,000;0,000;0,000;teamScores;Gratification;1,000;0,168;0,102;0,121;Chant;2,276
20;NPC_20;Red;Avoidant;0,378;0,651;0,351;0,584;0,989;0,011;0,000;0,000;0,000;teamScores;Gratification;1,000;0,200;0,154;0,123;Chant;2,276
21;NPC_21;Red;Dependent;0,731;0,491;0,520;0,919;0,531;0,469;0,000;0,000;0,000;teamScores;Gratification;1,000;0,176;0,097;0,099;Celebrate;2,276
22;NPC_22;Blue;Dependent;0,292;0,557;0,708;0,712;0,796;0,204;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,043;-0,048;-0,108;WatchCalmly;2,276
23;NPC_23;Red;Dependent;0,118;0,106;0,208;0,406;0,898;0,102;0,000;0,000;0,000;teamScores;Gratification;1,000;0,177;0,130;0,103;Chant;2,276
24;NPC_24;Red;Dependent;0,690;0,607;0,622;0,912;0,725;0,275;0,000;0,000;0,000;teamScores;Gratification;1,000;0,201;0,126;0,123;Chant;2,276
25;NPC_25;Red;Dependent;0,483;0,346;0,500;0,599;0,856;0,144;0,000;0,000;0,000;teamScores;Gratification;1,000;0,192;0,132;0,128;Chant;2,276
26;NPC_26;Blue;Dependent;0,736;0,663;0,572;0,891;0,769;0,231;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,033;-0,040;-0,113;WatchCalmly;2,276
27;NPC_27;Red;Avoidant;0,368;0,528;0,219;0,250;0,833;0,167;0,000;0,000;0,000;teamScores;Gratification;1,000;0,161;0,112;0,110;Chant;2,276
28;NPC_28;Red;Dependent;0,129;0,494;0,188;0,589;0,937;0,063;0,000;0,000;0,000;teamScores;Gratification;0,997;0,192;0,145;0,097;Chant;2,276
29;NPC_29;Blue;Avoidant;0,303;0,355;0,232;0,269;0,781;0,219;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,081;-0,068;-0,134;Boo;2,276
30;NPC_30;Red;Obsessive_Compulsive;0,082;0,901;0,400;0,413;0,896;0,104;0,000;0,000;0,000;teamScores;Gratification;1,000;0,181;0,130;0,119;Chant;2,276
31;NPC_31;Blue;Dependent;0,147;0,224;0,135;0,371;0,983;0,017;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,093;-0,056;-0,169;WatchCalmly;2,276
32;NPC_32;Blue;Obsessive_Compulsive;0,401;0,660;0,440;0,579;0,366;0,634;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,001;0,002;-0,041;WatchCalmly;2,276
33;NPC_33;Blue;Obsessive_Compulsive;0,006;0,386;0,055;0,140;0,754;0,246;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,090;-0,075;-0,149;Boo;2,276
34;NPC_34;Red;Obsessive_Compulsive;0,464;0,902;0,637;0,882;0,112;0,888;0,000;0,000;0,000;teamScores;Gratification;1,000;0,117;0,046;0,067;Celebrate;2,276
35;NPC_35;Red;Dependent;0,601;0,222;0,400;0,609;0,835;0,165;0,000;0,000;0,000;teamScores;Gratification;1,000;0,189;0,129;0,120;Chant;2,276
36;NPC_36;Blue;Dependent;0,274;0,139;0,334;0,522;0,862;0,138;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,068;-0,054;-0,141;WatchCalmly;2,276
37;NPC_37;Blue;Avoidant;0,652;0,768;0,513;0,564;0,612;0,388;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,045;-0,059;-0,098;WatchCalmly;2,276
38;NPC_38;Blue;Avoidant;0,189;0,609;0,193;0,517;0,891;0,109;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,074;-0,053;-0,158;WatchCalmly;2,276
39;NPC_39;Red;Avoidant;0,439;0,663;0,531;0,563;0,596;0,404;0,000;0,000;0,000;teamScores;Gratification;1,000;0,164;0,092;0,109;Chant;2,276
40;NPC_40;Blue;Avoidant;0,529;0,741;0,083;0,313;0,948;0,052;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,095;-0,061;-0,159;WatchCalmly;2,276
41;NPC_41;Red;Avoidant;0,474;0,881;0,775;0,662;0,550;0,450;0,000;0,000;0,000;teamScores;Gratification;1,000;0,169;0,090;0,120;Chant;2,276
42;NPC_42;Blue;Dependent;0,625;0,800;0,629;0,959;0,712;0,288;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,025;-0,040;-0,108;WatchCalmly;2,276
43;NPC_43;Red;Dependent;0,870;0,867;0,486;0,881;0,653;0,347;0,000;0,000;0,000;teamScores;Gratification;1,000;0,188;0,113;0,111;Celebrate;2,276
44;NPC_44;Blue;Obsessive_Compulsive;0,135;0,542;0,536;0,541;0,750;0,250;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,055;-0,057;-0,117;WatchCalmly;2,276
45;NPC_45;Blue;Dependent;0,528;0,608;0,582;0,900;0,914;0,086;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,040;-0,033;-0,129;WatchCalmly;2,276
46;NPC_46;Red;Dependent;0,081;0,243;0,122;0,400;0,960;0,040;0,000;0,000;0,000;teamScores;Gratification;0,986;0,177;0,138;0,097;Chant;2,276
47;NPC_47;Red;Avoidant;0,594;0,973;0,827;0,637;0,451;0,549;0,000;0,000;0,000;teamScores;Gratification;1,000;0,157;0,076;0,116;Celebrate;2,276
48;NPC_48;Red;Avoidant;0,465;0,472;0,456;0,262;0,834;0,166;0,000;0,000;0,000;teamScores;Gratification;1,000;0,167;0,113;0,133;Chant;2,276
49;NPC_49;Red;Avoidant;0,891;0,977;0,920;0,795;0,446;0,554;0,000;0,000;0,000;teamScores;Gratification;1,000;0,165;0,081;0,124;Celebrate;2,276
50;NPC_50;Blue;Dependent;0,381;0,151;0,203;0,610;0,997;0,003;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,075;-0,043;-0,166;WatchCalmly;2,276
51;NPC_51;Red;Obsessive_Compulsive;0,073;0,732;0,276;0,355;0,713;0,287;0,000;0,000;0,000;teamScores;Gratification;1,000;0,159;0,100;0,096;Chant;2,276
52;NPC_52;Blue;Dependent;0,311;0,330;0,357;0,483;0,922;0,078;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,075;-0,053;-0,142;WatchCalmly;2,276
53;NPC_53;Blue;Avoidant;0,451;0,490;0,353;0,451;0,743;0,257;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,064;-0,061;-0,122;WatchCalmly;2,276
54;NPC_54;Red;Dependent;0,459;0,323;0,329;0,469;0,774;0,226;0,000;0,000;0,000;teamScores;Gratification;1,000;0,172;0,113;0,111;Chant;2,276
55;NPC_55;Red;Dependent;0,444;0,427;0,536;0,919;0,620;0,380;0,000;0,000;0,000;teamScores;Gratification;1,000;0,187;0,110;0,102;Chant;2,276
56;NPC_56;Red;Obsessive_Compulsive;0,134;0,769;0,169;0,722;0,428;0,572;0,000;0,000;0,000;teamScores;Gratification;0,993;0,147;0,076;0,062;Chant;2,276
57;NPC_57;Red;Avoidant;0,565;0,921;0,789;0,722;0,466;0,534;0,000;0,000;0,000;teamScores;Gratification;1,000;0,162;0,081;0,113;Celebrate;2,276
58;NPC_58;Red;Obsessive_Compulsive;0,268;0,565;0,537;0,432;0,679;0,321;0,000;0,000;0,000;teamScores;Gratification;1,000;0,165;0,098;0,116;Chant;2,276
59;NPC_59;Blue;Avoidant;0,530;0,767;0,511;0,702;0,533;0,467;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,003;0,017;-0,044;FormGroup;2,276
60;NPC_60;Red;Avoidant;0,287;0,967;0,395;0,850;0,715;0,285;0,000;0,000;0,000;teamScores;Gratification;1,000;0,191;0,121;0,097;Chant;2,276
61;NPC_61;Blue;Dependent;0,351;0,363;0,329;0,559;0,940;0,060;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,071;-0,049;-0,148;WatchCalmly;2,276
62;NPC_62;Red;Dependent;0,344;0,323;0,498;0,570;0,850;0,150;0,000;0,000;0,000;teamScores;Gratification;1,000;0,190;0,130;0,125;Chant;2,276
63;NPC_63;Blue;Obsessive_Compulsive;0,070;0,353;0,083;0,231;0,685;0,315;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,078;-0,072;-0,140;WatchCalmly;2,276
64;NPC_64;Red;Avoidant;0,582;0,898;0,644;0,759;0,755;0,245;0,000;0,000;0,000;teamScores;Gratification;1,000;0,195;0,124;0,129;Chant;2,276
65;NPC_65;Blue;Avoidant;0,451;0,472;0,441;0,201;0,898;0,102;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,091;-0,068;-0,120;Boo;2,276
66;NPC_66;Red;Obsessive_Compulsive;0,256;0,396;0,386;0,343;0,730;0,270;0,000;0,000;0,000;teamScores;Gratification;1,000;0,162;0,101;0,111;Chant;2,276
67;NPC_67;Blue;Avoidant;0,119;0,960;0,884;0,242;0,976;0,024;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,084;-0,063;-0,094;Boo;2,276
68;NPC_68;Red;Obsessive_Compulsive;0,190;0,681;0,528;0,243;0,398;0,602;0,000;0,000;0,000;teamScores;Gratification;1,000;0,127;0,057;0,094;Chant;2,276
69;NPC_69;Blue;Avoidant;0,392;0,449;0,329;0,207;0,807;0,193;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,085;-0,071;-0,124;Boo;2,276
70;NPC_70;Blue;Avoidant;0,478;0,679;0,548;0,371;0,641;0,359;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,058;-0,066;-0,096;WatchCalmly;2,276
71;NPC_71;Blue;Dependent;0,612;0,702;0,765;0,816;0,629;0,371;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,027;-0,048;-0,088;WatchCalmly;2,276
72;NPC_72;Red;Avoidant;0,340;0,458;0,070;0,249;0,943;0,057;0,000;0,000;0,000;teamScores;Gratification;0,977;0,163;0,126;0,101;Chant;2,276
73;NPC_73;Red;Obsessive_Compulsive;0,021;0,454;0,139;0,187;0,978;0,022;0,000;0,000;0,000;teamScores;Gratification;0,988;0,164;0,130;0,105;Chant;2,276
74;NPC_74;Blue;Dependent;0,368;0,376;0,271;0,424;0,805;0,195;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,072;-0,061;-0,136;WatchCalmly;2,276
75;NPC_75;Red;Dependent;0,352;0,239;0,349;0,896;0,981;0,019;0,000;0,000;0,000;teamScores;Gratification;1,000;0,222;0,169;0,111;Chant;2,276
76;NPC_76;Red;Dependent;0,607;0,512;0,310;0,747;0,851;0,149;0,000;0,000;0,000;teamScores;Gratification;1,000;0,198;0,138;0,110;Chant;2,276
77;NPC_77;Red;Avoidant;0,233;0,382;0,160;0,321;0,891;0,109;0,000;0,000;0,000;teamScores;Gratification;0,992;0,168;0,123;0,103;Chant;2,276
78;NPC_78;Blue;Avoidant;0,577;0,630;0,475;0,459;0,778;0,222;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,063;-0,060;-0,112;WatchCalmly;2,276
79;NPC_79;Red;Obsessive_Compulsive;0,139;0,404;0,394;0,292;0,715;0,285;0,000;0,000;0,000;teamScores;Gratification;1,000;0,157;0,097;0,109;Chant;2,276
80;NPC_80;Blue;Avoidant;0,580;0,965;0,577;0,390;0,678;0,322;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,058;-0,065;-0,095;Boo;2,276
81;NPC_81;Red;Avoidant;0,158;0,540;0,119;0,167;0,909;0,091;0,000;0,000;0,000;teamScores;Gratification;0,985;0,157;0,118;0,103;Chant;2,276
82;NPC_82;Blue;Obsessive_Compulsive;0,406;0,726;0,515;0,688;0,402;0,598;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,004;0,008;-0,040;FormGroup;2,276
83;NPC_83;Red;Dependent;0,272;0,164;0,425;0,524;0,878;0,122;0,000;0,000;0,000;teamScores;Gratification;1,000;0,188;0,132;0,121;Chant;2,276
84;NPC_84;Red;Obsessive_Compulsive;0,421;0,976;0,637;0,944;0,050;0,950;0,000;0,000;0,000;teamScores;Gratification;1,000;0,108;0,042;0,060;Chant;2,276
85;NPC_85;Blue;Avoidant;0,570;0,678;0,484;0,311;0,856;0,144;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,079;-0,064;-0,113;Boo;2,276
86;NPC_86;Red;Dependent;0,101;0,454;0,235;0,496;0,901;0,099;0,000;0,000;0,000;teamScores;Gratification;1,000;0,184;0,135;0,102;Chant;2,276
87;NPC_87;Blue;Obsessive_Compulsive;0,151;0,929;0,389;0,503;0,312;0,688;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,004;-0,003;-0,044;WatchCalmly;2,276
88;NPC_88;Blue;Dependent;0,310;0,292;0,265;0,413;0,735;0,265;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,067;-0,063;-0,131;WatchCalmly;2,276
89;NPC_89;Blue;Obsessive_Compulsive;0,378;0,624;0,510;0,521;0,425;0,575;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,004;0,004;-0,038;Boo;2,276
90;NPC_90;Blue;Obsessive_Compulsive;0,118;0,356;0,133;0,221;0,849;0,151;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,092;-0,069;-0,152;Boo;2,276
91;NPC_91;Blue;Obsessive_Compulsive;0,245;0,425;0,357;0,286;0,678;0,322;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,069;-0,069;-0,116;WatchCalmly;2,276
92;NPC_92;Blue;Obsessive_Compulsive;0,108;0,528;0,455;0,369;0,670;0,330;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,062;-0,066;-0,113;WatchCalmly;2,276
93;NPC_93;Blue;Avoidant;0,445;0,497;0,466;0,219;0,909;0,091;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,090;-0,067;-0,119;Boo;2,276
94;NPC_94;Blue;Dependent;0,499;0,613;0,618;0,979;0,610;0,390;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,020;-0,042;-0,104;WatchCalmly;2,276
95;NPC_95;Red;Obsessive_Compulsive;0,350;0,829;0,400;0,574;0,392;0,608;0,000;0,000;0,000;teamScores;Gratification;1,000;0,140;0,067;0,081;Chant;2,276
96;NPC_96;Blue;Dependent;0,314;0,218;0,476;0,589;0,906;0,094;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,064;-0,049;-0,133;WatchCalmly;2,276
97;NPC_97;Blue;Dependent;0,157;0,080;0,081;0,487;0,958;0,042;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,084;-0,052;-0,175;WatchCalmly;2,276
98;NPC_98;Blue;Avoidant;0,325;0,536;0,515;0,405;0,917;0,083;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,076;-0,057;-0,124;Boo;2,276
99;NPC_99;Blue;Obsessive_Compulsive;0,187;0,366;0,268;0,290;0,681;0,319;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,071;-0,069;-0,125;WatchCalmly;2,276
100;NPC_100;Red;Avoidant;0,308;0,698;0,135;0,124;0,958;0,042;0,000;0,000;0,000;teamScores;Gratification;0,988;0,158;0,123;0,113;Chant;2,276
101;NPC_101;Red;Avoidant;0,260;0,353;0,336;0,259;0,877;0,123;0,000;0,000;0,000;teamScores;Gratification;1,000;0,168;0,119;0,121;Chant;2,276
102;NPC_102;Red;Avoidant;0,801;0,803;0,631;0,731;0,597;0,403;0,000;0,000;0,000;teamScores;Gratification;1,000;0,175;0,099;0,119;Celebrate;2,276
103;NPC_103;Red;Dependent;0,029;0,541;0,116;0,667;0,979;0,021;0,000;0,000;0,000;teamScores;Gratification;0,985;0,198;0,154;0,087;Chant;2,276
104;NPC_104;Blue;Obsessive_Compulsive;0,324;0,787;0,512;0,532;0,319;0,681;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,001;-0,001;-0,036;WatchCalmly;2,276
105;NPC_105;Blue;Avoidant;0,585;0,784;0,656;0,645;0,839;0,161;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,051;-0,049;-0,107;WatchCalmly;2,276
106;NPC_106;Red;Obsessive_Compulsive;0,325;0,587;0,379;0,442;0,514;0,486;0,000;0,000;0,000;teamScores;Gratification;1,000;0,147;0,077;0,092;Chant;2,276
107;NPC_107;Red;Dependent;0,295;0,351;0,449;0,470;0,753;0,247;0,000;0,000;0,000;teamScores;Gratification;1,000;0,173;0,110;0,115;Chant;2,276
108;NPC_108;Blue;Dependent;0,070;0,163;0,724;0,859;0,976;0,024;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,043;-0,031;-0,131;WatchCalmly;2,276
109;NPC_109;Blue;Avoidant;0,681;0,707;0,539;0,593;0,561;0,439;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,003;0,015;-0,037;Boo;2,276
110;NPC_110;Blue;Dependent;0,314;0,336;0,332;0,542;0,796;0,204;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,062;-0,055;-0,134;WatchCalmly;2,276
111;NPC_111;Red;Avoidant;0,707;0,814;0,567;0,713;0,510;0,490;0,000;0,000;0,000;teamScores;Gratification;1,000;0,163;0,087;0,105;Celebrate;2,276
112;NPC_112;Blue;Obsessive_Compulsive;0,273;0,448;0,398;0,311;0,615;0,385;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,062;-0,069;-0,108;WatchCalmly;2,276
113;NPC_113;Blue;Avoidant;0,294;0,371;0,194;0,200;0,983;0,017;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,104;-0,065;-0,154;Boo;2,276
114;NPC_114;Red;Obsessive_Compulsive;0,327;0,764;0,334;0,465;0,323;0,677;0,000;0,000;0,000;teamScores;Gratification;1,000;0,127;0,056;0,074;Chant;2,276
115;NPC_115;Red;Dependent;0,337;0,436;0,360;0,448;0,889;0,111;0,000;0,000;0,000;teamScores;Gratification;1,000;0,182;0,130;0,120;Chant;2,276
116;NPC_116;Blue;Dependent;0,662;0,401;0,618;0,673;0,633;0,367;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,038;-0,054;-0,094;WatchCalmly;2,276
117;NPC_117;Blue;Avoidant;0,691;0,802;0,787;0,750;0,493;0,507;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,010;0,016;-0,022;FormGroup;2,276
118;NPC_118;Blue;Dependent;0,460;0,789;0,436;0,807;0,740;0,260;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,040;-0,045;-0,125;WatchCalmly;2,276
119;NPC_119;Red;Avoidant;0,414;0,672;0,591;0,588;0,626;0,374;0,000;0,000;0,000;teamScores;Gratification;1,000;0,170;0,097;0,115;Chant;2,276
120;NPC_120;Red;Obsessive_Compulsive;0,242;0,685;0,478;0,452;0,614;0,386;0,000;0,000;0,000;teamScores;Gratification;1,000;0,159;0,090;0,105;Chant;2,276
121;NPC_121;Blue;Avoidant;0,310;0,481;0,133;0,122;0,912;0,088;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,104;-0,072;-0,150;Boo;2,276
122;NPC_122;Blue;Obsessive_Compulsive;0,155;0,950;0,232;0,533;0,249;0,751;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,004;-0,004;-0,050;WatchCalmly;2,276
123;NPC_123;Blue;Obsessive_Compulsive;0,391;0,618;0,421;0,561;0,540;0,460;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,007;0,012;-0,049;Boo;2,276
124;NPC_124;Blue;Avoidant;0,615;0,724;0,539;0,343;0,781;0,219;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,070;-0,065;-0,103;Boo;2,276
125;NPC_125;Red;Dependent;0,338;0,389;0,212;0,643;0,834;0,166;0,000;0,000;0,000;teamScores;Gratification;1,000;0,187;0,131;0,097;Chant;2,276
126;NPC_126;Blue;Avoidant;0,195;0,414;0,093;0,310;0,950;0,050;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,095;-0,061;-0,166;WatchCalmly;2,276
127;NPC_127;Red;Avoidant;0,045;0,808;0,116;0,607;0,960;0,040;0,000;0,000;0,000;teamScores;Gratification;0,984;0,192;0,148;0,088;Chant;2,276
128;NPC_128;Red;Obsessive_Compulsive;0,163;0,947;0,784;0,591;0,141;0,859;0,000;0,000;0,000;teamScores;Gratification;1,000;0,116;0,042;0,077;Chant;2,276
129;NPC_129;Blue;Obsessive_Compulsive;0,238;0,556;0,443;0,356;0,749;0,251;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,068;-0,065;-0,117;Boo;2,276
130;NPC_130;Red;Avoidant;0,259;0,720;0,607;0,604;0,785;0,215;0,000;0,000;0,000;teamScores;Gratification;1,000;0,188;0,121;0,126;Chant;2,276
131;NPC_131;Blue;Obsessive_Compulsive;0,002;0,480;0,191;0,227;0,842;0,158;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,089;-0,069;-0,149;Boo;2,276
132;NPC_132;Red;Obsessive_Compulsive;0,490;0,905;0,668;0,642;0,108;0,892;0,000;0,000;0,000;teamScores;Gratification;1,000;0,112;0,040;0,072;Celebrate;2,276
133;NPC_133;Red;Avoidant;0,266;0,731;0,351;0,150;0,969;0,031;0,000;0,000;0,000;teamScores;Gratification;1,000;0,167;0,128;0,133;Chant;2,276
134;NPC_134;Blue;Obsessive_Compulsive;0,354;0,611;0,487;0,386;0,405;0,595;0,000;0,000;0,000;enemyScores;Disappointment;1,000;-0,011;-0,002;-0,037;Boo;2,276
135;NPC_135;Red;Dependent;0,821;0,452;0,379;0,916;0,784;0,216;0,000;0,000;0,000;teamScores;Gratification;1,000;0,203;0,135;0,111;Celebrate;2,276
136;NPC_136;Blue;Avoidant;0,771;0,990;0,142;0,364;0,894;0,106;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,086;-0,060;-0,144;WatchCalmly;2,276
137;NPC_137;Red;Dependent;0,737;0,765;0,606;0,847;0,510;0,490;0,000;0,000;0,000;teamScores;Gratification;1,000;0,171;0,092;0,105;Celebrate;2,276
138;NPC_138;Red;Obsessive_Compulsive;0,255;0,564;0,489;0,427;0,636;0,364;0,000;0,000;0,000;teamScores;Gratification;1,000;0,160;0,092;0,109;Chant;2,276
139;NPC_139;Blue;Obsessive_Compulsive;0,545;0,991;0,988;0,765;0,308;0,692;0,000;0,000;0,000;enemyScores;Disappointment;1,000;0,015;0,005;-0,010;FormGroup;2,276
140;NPC_140;Red;Dependent;0,523;0,401;0,374;0,700;0,755;0,245;0,000;0,000;0,000;teamScores;Gratification;1,000;0,186;0,121;0,108;Chant;2,276
141;NPC_141;Blue;Obsessive_Compulsive;0,075;0,524;0,095;0,501;0,693;0,307;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,062;-0,060;-0,147;WatchCalmly;2,276
142;NPC_142;Blue;Avoidant;0,269;0,811;0,693;0,803;0,962;0,038;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,047;-0,035;-0,125;WatchCalmly;2,276
143;NPC_143;Blue;Avoidant;0,218;0,899;0,800;0,451;0,801;0,199;0,000;0,000;0,000;enemyScores;FearsConfirmed;1,000;-0,059;-0,059;-0,095;Boo;2,276
144;NPC_144;Red;Obsessive_Compulsive;0,387;0,720;0,653;0,580;0,351;0,649;0,000;0,000;0,000;teamScores;Gratification;1,000;0,140;0,063;0,094;Chant;2,276
145;NPC_145;Red;Avoidant;0,584;0,964;0,234;0,242;0,926;0,074;0,000;0,000;0,000;teamScores;Gratification;1,000;0,168;0,126;0,124;Chant;2,276
146;NPC_146;Red;Obsessive_Compulsive;0,281;0,821;0,480;0,405;0,473;0,527;0,000;0,000;0,000;teamScores;Gratification;1,000;0,142;0,071;0,096;Chant;2,276
